OBJECTID,ID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,STATE_ID,SUBTYPE,DENOM,MEMBERS,ATTENDANCE,LOC_TYPE,PROT,CATH
1234,10439086,THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - OAKLAND 10TH (CAMBODIAN) BRANCH,510-531-3777,4780 LINCOLN AVENUE,NOT AVAILABLE,OAKLAND,CA,94602,2535,ALAMEDA,06001,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-10-15T00:00:00.000Z,ALT REF,2007-10-15T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,120897409,-122.1987629,37.80984,NAVTEQ,2008Q1,BLOCKFACE,N/A,TGS,NOT AVAILABLE,CHRISTIAN,LDS,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1235,10439181,THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - NONG SHALA (HMONG) WARD,916-646-3519,751 RIO TIERRA AVENUE,NOT AVAILABLE,SACRAMENTO,CA,95833,1251,SACRAMENTO,06067,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-10-15T00:00:00.000Z,ALT REF,2007-10-15T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,24472338,-121.4786555,38.6277837,NAVTEQ,2008Q1,BLOCKFACE,N/A,TGS,NOT AVAILABLE,CHRISTIAN,LDS,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1236,10439246,THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - VALLEJO 2ND WARD,707-642-8442,110 LOS SANTOS COURT,NOT AVAILABLE,VALLEJO,CA,94590,3521,SOLANO,06095,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-10-15T00:00:00.000Z,ALT REF,2007-10-15T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,24551913,-122.2390498,38.121502,NAVTEQ,2008Q1,BLOCKFACE,N/A,TGS,NOT AVAILABLE,CHRISTIAN,LDS,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1237,10439277,THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - VALLEJO 1ST WARD,707-552-5046,110 LOS SANTOS COURT,NOT AVAILABLE,VALLEJO,CA,94590,3521,SOLANO,06095,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-10-15T00:00:00.000Z,ALT REF,2007-10-15T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,24551913,-122.2390506,38.1215021,NAVTEQ,2008Q1,BLOCKFACE,N/A,TGS,NOT AVAILABLE,CHRISTIAN,LDS,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1238,10439304,THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - SANTA CLARA 5TH (YOUNG SINGLE ADULT) BRANCH,541-683-2123,768 EAST 16TH AVENUE,NOT AVAILABLE,EUGENE,OR,97401,4517,LANE,41039,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-10-16T00:00:00.000Z,ALT REF,2007-10-16T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,37688292,-123.0811863,44.0419501,NAVTEQ,2008Q1,BLOCKFACE,N/A,TGS,NOT AVAILABLE,CHRISTIAN,LDS,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1239,10439322,THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - HAYWARD 2ND WARD,510-782-1180,26101 GADING ROAD,NOT AVAILABLE,HAYWARD,CA,94544,3217,ALAMEDA,06001,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-10-15T00:00:00.000Z,ALT REF,2007-10-15T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,127848412,-122.0815747,37.6450233,NAVTEQ,2008Q1,BLOCKFACE,N/A,TGS,NOT AVAILABLE,CHRISTIAN,LDS,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1240,10428114,ALBERT L SCHULTZ JEWISH COMMUNITY CENTER,650-493-9400,4000 MIDDLEFIELD ROAD,BUILDING R,PALO ALTO,CA,94303,4760,SANTA CLARA,06085,ON THE SOUTHWEST SIDE OF THE INTERSECTION OF MIDDLEFIELD ROAD AND MONTROSE AVENUE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-07-30T00:00:00.000Z,PHONE,2007-07-30T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,SYNAGOGUES,23708324,-122.1059477,37.4171916,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS,NOT AVAILABLE,JUDAIC,NOT AVAILABLE,NOT AVAILABLE,0,NOT AVAILABLE,N,N
1241,10430591,SAN FRANCISCO STATE UNIVERSITY MUSLIM ASSOCIATION,415-338-1111,1600 HOLLOWAY AVENUE,"STUDENT UNION BUILDING, BASEMENT ROOM B139",SAN FRANCISCO,CA,94132,NULL,SAN FRANCISCO,06075,ON THE NORTH SIDE OF HOLLOWAY AVENUE BETWEEN ARELLANO AVENUE AND CARDENAS AVENUE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-07-17T00:00:00.000Z,PHONE,2007-07-17T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,"MOSQUES, RELIGIOUS",23606848,-122.4772342,37.7210898,NAVTEQ,2008Q1,BLOCKFACE,NO,TGS,NOT AVAILABLE,MUSLIM,NOT AVAILABLE,NOT AVAILABLE,0,NOT AVAILABLE,N,N
1242,10447959,CATHOLIC PARISH OF CHRIST THE LIGHT,510-832-5057,707 JEFFERSON STREET,NOT AVAILABLE,OAKLAND,CA,94607,3643,ALAMEDA,06001,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-08-30T00:00:00.000Z,ALT REF,2007-08-30T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,23658899,-122.2778742,37.8014032,NAVTEQ,2008Q1,BLOCKFACE,N/A,TGS,NOT AVAILABLE,CHRISTIAN,NOT AVAILABLE,NOT AVAILABLE,0,NOT AVAILABLE,N,Y
1243,10448324,IMMACULATE CONCEPTION PARISH,415-468-2601,215 SILLIMAN STREET,NOT AVAILABLE,SAN FRANCISCO,CA,94134,1244,SAN FRANCISCO,06075,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-08-30T00:00:00.000Z,ALT REF,2007-08-30T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,23617213,-122.4073729,37.7303461,NAVTEQ,2008Q1,BLOCKFACE,N/A,TGS,NOT AVAILABLE,CHRISTIAN,NOT AVAILABLE,NOT AVAILABLE,0,NOT AVAILABLE,N,Y
1244,10432159,CALVARY TEMPLE,925-458-9100,4725 EVORA ROAD,NOT AVAILABLE,CONCORD,CA,94520,1001,CONTRA COSTA,06013,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-10-30T00:00:00.000Z,ALT REF,2008-10-30T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,23799730,-121.9819249,38.022984,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,AG,NOT AVAILABLE,2100,NOT AVAILABLE,Y,N
1245,10454166,HOLY MISSIONARY BAPTIST CHURCH,415-585-9490,2933 19TH AVENUE,NOT AVAILABLE,SAN FRANCISCO,CA,94132,1603,SAN FRANCISCO,06075,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-03-11T00:00:00.000Z,ALT REF,2008-03-11T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,23738193,-122.4754248,37.7336867,NAVTEQ,2008Q1,BLOCKFACE,N/A,TGS,NOT AVAILABLE,CHRISTIAN,NBC,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1246,10431608,ISLAMIC CENTER OF PLEASANTON - DUBLIN,925-485-1786,1279 QUARRY LANE,SUITE B,PLEASANTON,CA,94566,8499,ALAMEDA,06001,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-04T00:00:00.000Z,ALT REF,2008-11-04T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,"MOSQUES, RELIGIOUS",24573891,-121.8650527,37.6753743,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,MUSLIM,NOT AVAILABLE,NOT AVAILABLE,0,NOT AVAILABLE,N,N
1247,10454507,PEOPLES BAPTIST MISSIONARY CHURCH,510-430-1496,8825 MACARTHUR BOULEVARD,NOT AVAILABLE,OAKLAND,CA,94605,4035,ALAMEDA,06001,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-02-27T00:00:00.000Z,ALT REF,2008-02-21T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,23662851,-122.1621298,37.7566824,NAVTEQ,2008Q1,BLOCKFACE,N/A,TGS,NOT AVAILABLE,CHRISTIAN,NBC,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1248,10439690,THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - OAKLAND 7TH (CHINESE) BRANCH,510-531-3777,4780 LINCOLN AVENUE,NOT AVAILABLE,OAKLAND,CA,94602,2535,ALAMEDA,06001,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-10-15T00:00:00.000Z,ALT REF,2007-10-15T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,120897409,-122.1988222,37.80984,NAVTEQ,2008Q1,BLOCKFACE,N/A,TGS,NOT AVAILABLE,CHRISTIAN,LDS,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1249,10439995,THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - HAYWARD 4TH WARD,510-785-1778,26101 GADING ROAD,NOT AVAILABLE,HAYWARD,CA,94544,3217,ALAMEDA,06001,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-10-15T00:00:00.000Z,ALT REF,2007-10-15T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,127848412,-122.0815738,37.645106,NAVTEQ,2008Q1,BLOCKFACE,N/A,TGS,NOT AVAILABLE,CHRISTIAN,LDS,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1250,10440139,THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - MISSION PEAK WARD,510-657-2156,48950 GREEN VALLEY ROAD,NOT AVAILABLE,FREMONT,CA,94539,8001,ALAMEDA,06001,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-10-15T00:00:00.000Z,ALT REF,2007-10-15T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,24627420,-121.9034358,37.4678855,NAVTEQ,2008Q1,BLOCKFACE,N/A,TGS,NOT AVAILABLE,CHRISTIAN,LDS,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1251,10685001,SAN JOSE ZEN CENTER,408-281-8389,20600 MARIANI AVENUE,NOT AVAILABLE,CUPERTINO,CA,95014,2044,SANTA CLARA,06085,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-06T00:00:00.000Z,ALT REF,2008-11-06T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,PLACES OF WORSHIP,23733672,-122.0340859,37.3300163,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,BUDDHIST,AMERICAN ZEN INCLUDING RINZAI AND SOTO TRADITIONS,NOT AVAILABLE,0,NOT AVAILABLE,N,N
1252,10685553,SIXTH PATRIARCH ZEN CENTER,510-245-2400,133 HALSEY COURT,NOT AVAILABLE,HERCULES,CA,94547,2000,CONTRA COSTA,06013,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-10-31T00:00:00.000Z,ALT REF,2008-10-31T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,PLACES OF WORSHIP,23763470,-122.2394118,37.9976773,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,BUDDHIST,"MAHAYANA, LINEAGE OF KUSAN SUNIM",NOT AVAILABLE,0,NOT AVAILABLE,N,N
1253,10432707,TABLE ROCK FELLOWSHIP CHURCH,541-245-2612,3610 NORTH PACIFIC HIGHWAY,NOT AVAILABLE,MEDFORD,OR,97501,1349,JACKSON,41029,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-09-10T00:00:00.000Z,ALT REF,2007-09-10T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,87447765,-122.9052849,42.3603576,NAVTEQ,2008Q1,BLOCKFACE,N/A,TGS,NOT AVAILABLE,CHRISTIAN,NONDENOM,NOT AVAILABLE,2100,NOT AVAILABLE,Y,N
1254,10446621,SACRED HEART OF JESUS CATHOLIC CHURCH,541-779-4661,326 SOUTH OAKDALE AVENUE,NOT AVAILABLE,MEDFORD,OR,97501,3131,JACKSON,41029,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-10-03T00:00:00.000Z,ALT REF,2007-10-03T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,121720850,-122.8753016,42.3207254,NAVTEQ,2008Q1,BLOCKFACE,N/A,TGS,NOT AVAILABLE,CHRISTIAN,NOT AVAILABLE,NOT AVAILABLE,0,NOT AVAILABLE,N,Y
1255,10431669,ISLAMIC SOCIETY OF EAST BAY - SAN FRANCISCO - FREMONT ISLAMIC CENTER,510-795-7137,3535 CAPITOL AVENUE,NOT AVAILABLE,FREMONT,CA,94538,1448,ALAMEDA,06001,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-07T00:00:00.000Z,ALT REF,2008-11-07T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,"MOSQUES, RELIGIOUS",23644032,-121.9844501,37.550884,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,MUSLIM,NOT AVAILABLE,NOT AVAILABLE,0,NOT AVAILABLE,N,N
1256,10577333,VICTORY BAPTIST CHURCH,541-672-9589,179 KINCAID DRIVE,NOT AVAILABLE,ROSEBURG,OR,97470,9410,DOUGLAS,41019,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2009-03-06T00:00:00.000Z,ALT REF,2009-03-06T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,92556856,-123.2996828,43.2127858,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,BAPT,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1257,10438973,THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - WALNUT CREEK 3RD YOUNG SINGLE ADULTS WARD,925-827-3975,2930 TREAT BOULEVARD,NOT AVAILABLE,CONCORD,CA,94518,3603,CONTRA COSTA,06013,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-11-13T00:00:00.000Z,ALT REF,2008-11-04T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,28420914,-122.0274117,37.9368081,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,LDS,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1258,10448006,SAINT ANTHONY OF PADUA CHURCH,415-647-2704,3215 CESAR CHAVEZ,NOT AVAILABLE,SAN FRANCISCO,CA,94110,4609,SAN FRANCISCO,06075,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-08-30T00:00:00.000Z,ALT REF,2007-08-30T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,23597056,-122.4143155,37.7479584,NAVTEQ,2008Q1,BLOCKFACE,N/A,TGS,NOT AVAILABLE,CHRISTIAN,NOT AVAILABLE,NOT AVAILABLE,0,NOT AVAILABLE,N,Y
1259,10447993,SAINT ALPHONSUS LIGUORI PARISH,510-276-3907,16290 FOOTHILL BOULEVARD,NOT AVAILABLE,SAN LEANDRO,CA,94578,2105,ALAMEDA,06001,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-08-31T00:00:00.000Z,ALT REF,2007-08-31T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,23652981,-122.1088584,37.7016509,NAVTEQ,2008Q1,BLOCKFACE,N/A,TGS,NOT AVAILABLE,CHRISTIAN,NOT AVAILABLE,NOT AVAILABLE,0,NOT AVAILABLE,N,Y
1260,10447976,SAINT JAMES THE APOSTLE CATHOLIC CHURCH,510-792-1962,34500 FREMONT BOULEVARD,FREMONT BOULEVARD AND FERRY LANE,FREMONT,CA,94555,3156,ALAMEDA,06001,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-08-30T00:00:00.000Z,ALT REF,2007-08-30T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,24636402,-122.035036,37.5724803,NAVTEQ,2008Q1,BLOCKFACE,N/A,TGS,NOT AVAILABLE,CHRISTIAN,NOT AVAILABLE,NOT AVAILABLE,0,NOT AVAILABLE,N,Y
1261,10433001,ABUNDANT LIFE CHRISTIAN FELLOWSHIP,650-210-9340,2440 LEGHORN STREET,NOT AVAILABLE,MOUNTAIN VIEW,CA,94043,1612,SANTA CLARA,06085,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-09-10T00:00:00.000Z,ALT REF,2007-09-10T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,23719962,-122.0981612,37.4195132,NAVTEQ,2008Q1,BLOCKFACE,N/A,TGS,NOT AVAILABLE,CHRISTIAN,NOT AVAILABLE,NOT AVAILABLE,2100,NOT AVAILABLE,Y,N
1262,10447979,OUR LADY OF GUADALUPE PARISH - BLACOW ROAD,510-657-4043,41933 BLACOW ROAD,NOT AVAILABLE,FREMONT,CA,94538,3365,ALAMEDA,06001,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-08-30T00:00:00.000Z,ALT REF,2007-08-30T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,23803779,-121.9614251,37.5232832,NAVTEQ,2008Q1,BLOCKFACE,N/A,TGS,NOT AVAILABLE,CHRISTIAN,NOT AVAILABLE,NOT AVAILABLE,0,NOT AVAILABLE,N,Y
1263,10588938,VALLEY RIVER BAPTIST CHURCH,541-345-6752,1145 WILLAGILLESPIE ROAD,NOT AVAILABLE,EUGENE,OR,97401,6710,LANE,41039,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2009-03-09T00:00:00.000Z,ALT REF,2009-03-09T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,37685244,-123.0999483,44.07208,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,ABC,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1264,10437358,NEW VISION CHURCH OF NORTHERN CALIFORNIA,408-719-0000,1201 MONTAGUE EXPRESSWAY,NOT AVAILABLE,MILPITAS,CA,95035,6802,SANTA CLARA,06085,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-09-18T00:00:00.000Z,ALT REF,2007-09-18T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,28410061,-121.883288,37.413925,NAVTEQ,2008Q1,BLOCKFACE,N/A,TGS,NOT AVAILABLE,CHRISTIAN,SBC,NOT AVAILABLE,900,NOT AVAILABLE,Y,N
1265,10457844,SAINT JAMES AFRICAN METHODIST EPISCOPAL CHURCH,408-251-1588,1916 EAST SAN ANTONIO STREET,NOT AVAILABLE,SAN JOSE,CA,95116,3045,SANTA CLARA,06085,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2008-02-25T00:00:00.000Z,ALT REF,2008-02-25T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,23712687,-121.8474099,37.3520341,NAVTEQ,2006Q4,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,AME,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1266,10438378,FIRST PRESBYTERIAN CHURCH OF SALINAS,831-422-7811,830 PADRE DRIVE,NOT AVAILABLE,SALINAS,CA,93901,2423,MONTEREY,06053,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-10-11T00:00:00.000Z,ALT REF,2007-10-11T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,23784094,-121.6602698,36.6641508,NAVTEQ,2008Q1,BLOCKFACE,N/A,TGS,NOT AVAILABLE,CHRISTIAN,PCUSA,2023,1424,NOT AVAILABLE,Y,N
1267,10438376,FIRST PRESBYTERIAN CHURCH,510-848-6242,2407 DANA STREET,NOT AVAILABLE,BERKELEY,CA,94704,2207,ALAMEDA,06001,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-10-10T00:00:00.000Z,ALT REF,2007-10-10T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,23648323,-122.260632,37.8663264,NAVTEQ,2008Q1,BLOCKFACE,N/A,TGS,NOT AVAILABLE,CHRISTIAN,PCUSA,1777,1300,NOT AVAILABLE,Y,N
1268,10581815,CENTRAL COAST BAPTIST CHURCH,541-902-8086,1715 21ST STREET,NOT AVAILABLE,FLORENCE,OR,97439,9445,LANE,41039,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2009-03-10T00:00:00.000Z,ALT REF,2009-03-10T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,86684854,-124.1024138,43.9852049,NAVTEQ,2008Q1,ONENTITY,N/A,TGS,NOT AVAILABLE,CHRISTIAN,BAPT,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
1269,10434419,PETALUMA VALLEY BAPTIST CHURCH,707-763-2277,580 SONOMA MOUNTAIN PARKWAY,NOT AVAILABLE,PETALUMA,CA,94954,8552,SONOMA,06097,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-09-18T00:00:00.000Z,ALT REF,2007-09-18T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,23819116,-122.6325799,38.2646395,NAVTEQ,2008Q1,BLOCKFACE,N/A,TGS,NOT AVAILABLE,CHRISTIAN,SBC,850,0,NOT AVAILABLE,Y,N
1270,10440543,SAINT JAMES' EPISCOPAL CHURCH,510-797-1492,37051 CABRILLO DRIVE,NOT AVAILABLE,FREMONT,CA,94536,5709,ALAMEDA,06001,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,N/A,2007-11-05T00:00:00.000Z,ALT REF,2007-11-05T00:00:00.000Z,MANUAL,"HIGH VALUE OR SYMBOLIC TARGETS; PUBLIC VENUES; PUBLIC VENUES; HOUSES OF WORSHIP",813110,CHURCHES,23693355,-122.0170489,37.5513919,NAVTEQ,2008Q1,BLOCKFACE,N/A,TGS,NOT AVAILABLE,CHRISTIAN,EPIS,NOT AVAILABLE,0,NOT AVAILABLE,Y,N
